Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,10234,4881,300000.0,294768.3959637448,4408.198499935679,305319.52587503474,13.147449677545437,5.68312256394664,2.7105062765901455,300000,300000,300000,300000,301000,303000,304000,304000,305000,305000,305000
,Aggregated,10234,4881,300000.0,294768.3959637448,4408.198499935679,305319.52587503474,13.147449677545437,5.68312256394664,2.7105062765901455,300000,300000,300000,300000,301000,303000,304000,304000,305000,305000,305000
