Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,3594,0,29000.0,32405.294879309145,206.46354102063924,99824.23916703556,0.0,1.9984356153744975,0.0,29000,39000,49000,55000,68000,79000,89000,91000,99000,100000,100000
,Aggregated,3594,0,29000.0,32405.294879309145,206.46354102063924,99824.23916703556,0.0,1.9984356153744975,0.0,29000,39000,49000,55000,68000,79000,89000,91000,99000,100000,100000
