Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748056757,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748056758,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748056759,200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748056760,300,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748056761,400,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748056762,500,POST,/api/generate,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,4300.0,4024.9993376026396,3101.1874170508236,4454.467082978226,0.0
1748056762,500,,Aggregated,0.000000,0.000000,4300,4400,4400,4400,4500,4500,4500,4500,4500,4500,4500,20,0,4300.0,4024.9993376026396,3101.1874170508236,4454.467082978226,0.0
1748056763,500,POST,/api/generate,0.000000,0.000000,0,0,0,0,0,4500,4500,4500,4500,4500,4500,20,0,4300.0,4024.9993376026396,3101.1874170508236,4454.467082978226,0.0
1748056763,500,,Aggregated,0.000000,0.000000,4300,4400,4400,4400,4500,4500,4500,4500,4500,4500,4500,20,0,4300.0,4024.9993376026396,3101.1874170508236,4454.467082978226,0.0
1748056765,500,POST,/api/generate,0.000000,0.000000,4300,4400,4400,4400,4500,4500,4500,4500,4500,4500,4500,20,0,4300.0,4024.9993376026396,3101.1874170508236,4454.467082978226,0.0
1748056765,500,,Aggregated,0.000000,0.000000,4300,4400,4400,4400,4500,4500,4500,4500,4500,4500,4500,20,0,4300.0,4024.9993376026396,3101.1874170508236,4454.467082978226,0.0
