Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,5403,1050,300000.0,283725.9003044092,3620.455124997534,304197.2957919934,4.58411993337035,3.0042171971783644,0.5838289944544296,300000,300000,300000,300000,301000,303000,304000,304000,304000,304000,304000
,Aggregated,5403,1050,300000.0,283725.9003044092,3620.455124997534,304197.2957919934,4.58411993337035,3.0042171971783644,0.5838289944544296,300000,300000,300000,300000,301000,303000,304000,304000,304000,304000,304000
