Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,10354,271,299000.0,291856.4863105651,2405.4147909628227,303853.42800000217,0.9457214603051961,5.750442597917055,0.15050897663082113,299000,299000,300000,300000,300000,300000,300000,300000,303000,303000,304000
,Aggregated,10354,271,299000.0,291856.4863105651,2405.4147909628227,303853.42800000217,0.9457214603051961,5.750442597917055,0.15050897663082113,299000,299000,300000,300000,300000,300000,300000,300000,303000,303000,304000
