Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,498,257,19000.0,36853.04135405301,159.87654199125245,156389.3611659878,65.63453815261045,1.6605321011280214,0.8569412650399629,20000,58000,77000,77000,79000,100000,155000,156000,156000,156000,156000
,Aggregated,498,257,19000.0,36853.04135405301,159.87654199125245,156389.3611659878,65.63453815261045,1.6605321011280214,0.8569412650399629,20000,58000,77000,77000,79000,100000,155000,156000,156000,156000,156000
