Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,7616,810,300000.0,296397.4042387461,2419.418375007808,308264.02516698,2.735294117647059,4.232985359812777,0.4501993357994156,300000,300000,300000,300000,300000,300000,300000,302000,306000,308000,308000
,Aggregated,7616,810,300000.0,296397.4042387461,2419.418375007808,308264.02516698,2.735294117647059,4.232985359812777,0.4501993357994156,300000,300000,300000,300000,300000,300000,300000,302000,306000,308000,308000
