Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,8692,8453,160.0,2223.8813131331426,152.8721249778755,155398.5668749665,262.61642890013803,28.968417301212284,28.17188580846151,160,170,180,180,190,970,69000,77000,79000,155000,155000
,Aggregated,8692,8453,160.0,2223.8813131331426,152.8721249778755,155398.5668749665,262.61642890013803,28.968417301212284,28.17188580846151,160,170,180,180,190,970,69000,77000,79000,155000,155000
