TimeSeries ID,request_latencies.cloud_run_revision.ALIGN_DELTA.REDUCE_PERCENTILE_50.metric.type="run.googleapis.com/request_latencies" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization2" AND resource.labels."service_name"="ollama-gemma".project_id:llm-workload-characterization2.service_name:ollama-gemma
project_id,llm-workload-characterization2
service_name,ollama-gemma
Sun May 25 2025 18:22:00 GMT+0300 (GMT+03:00),26438.018769583254
Sun May 25 2025 18:23:00 GMT+0300 (GMT+03:00),65894.7629434487
Sun May 25 2025 18:24:00 GMT+0300 (GMT+03:00),123854.67702113089
Sun May 25 2025 18:25:00 GMT+0300 (GMT+03:00),171876.03729067702
Sun May 25 2025 18:26:00 GMT+0300 (GMT+03:00),187735.7137781662
Sun May 25 2025 18:27:00 GMT+0300 (GMT+03:00),175082.67977744338
Sun May 25 2025 18:28:00 GMT+0300 (GMT+03:00),176273.71841538517
Sun May 25 2025 18:29:00 GMT+0300 (GMT+03:00),184948.44982839454
Sun May 25 2025 18:30:00 GMT+0300 (GMT+03:00),180293.4738184387
Sun May 25 2025 18:31:00 GMT+0300 (GMT+03:00),182228.91160509412
Sun May 25 2025 18:32:00 GMT+0300 (GMT+03:00),188922.548750327
Sun May 25 2025 18:33:00 GMT+0300 (GMT+03:00),177861.7699326409
Sun May 25 2025 18:34:00 GMT+0300 (GMT+03:00),174040.5209692443
Sun May 25 2025 18:35:00 GMT+0300 (GMT+03:00),175082.67977744338
Sun May 25 2025 18:36:00 GMT+0300 (GMT+03:00),170914.0445446471
Sun May 25 2025 18:37:00 GMT+0300 (GMT+03:00),151586.7357380462
Sun May 25 2025 18:38:00 GMT+0300 (GMT+03:00),160429.29532276557
Sun May 25 2025 18:39:00 GMT+0300 (GMT+03:00),179251.31501023966
Sun May 25 2025 18:40:00 GMT+0300 (GMT+03:00),162955.74091839968
Sun May 25 2025 18:41:00 GMT+0300 (GMT+03:00),162197.80723970945
Sun May 25 2025 18:42:00 GMT+0300 (GMT+03:00),163208.3854779631
Sun May 25 2025 18:43:00 GMT+0300 (GMT+03:00),171747.77159120637
Sun May 25 2025 18:44:00 GMT+0300 (GMT+03:00),178417.5879636804
Sun May 25 2025 18:45:00 GMT+0300 (GMT+03:00),185254.14974546627
Sun May 25 2025 18:46:00 GMT+0300 (GMT+03:00),166745.40931185085
Sun May 25 2025 18:47:00 GMT+0300 (GMT+03:00),211850.04253070653
Sun May 25 2025 18:48:00 GMT+0300 (GMT+03:00),217902.90088872673
Sun May 25 2025 18:49:00 GMT+0300 (GMT+03:00),215212.74161849552
Sun May 25 2025 18:50:00 GMT+0300 (GMT+03:00),233035.04678377722
Sun May 25 2025 18:51:00 GMT+0300 (GMT+03:00),233035.04678377722
Sun May 25 2025 18:52:00 GMT+0300 (GMT+03:00),223523.41222117405
