TimeSeries ID,request_latencies.cloud_run_revision.ALIGN_DELTA.REDUCE_PERCENTILE_99.metric.type="run.googleapis.com/request_latencies" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization3" AND resource.labels."service_name"="ollama-llama".project_id:llm-workload-characterization3.service_name:ollama-llama
project_id,llm-workload-characterization3
service_name,ollama-llama
Sun May 25 2025 17:57:00 GMT+0300 (GMT+03:00),61716.07065923002
Sun May 25 2025 17:58:00 GMT+0300 (GMT+03:00),101308.19216648786
Sun May 25 2025 17:59:00 GMT+0300 (GMT+03:00),110213.83798452988
Sun May 25 2025 18:00:00 GMT+0300 (GMT+03:00),121406.05582025333
Sun May 25 2025 18:01:00 GMT+0300 (GMT+03:00),129287.19940633352
Sun May 25 2025 18:02:00 GMT+0300 (GMT+03:00),133671.9396962771
Sun May 25 2025 18:03:00 GMT+0300 (GMT+03:00),123638.28724058822
Sun May 25 2025 18:04:00 GMT+0300 (GMT+03:00),112957.53615887466
Sun May 25 2025 18:05:00 GMT+0300 (GMT+03:00),102902.58613650578
Sun May 25 2025 18:06:00 GMT+0300 (GMT+03:00),110472.67743493975
Sun May 25 2025 18:07:00 GMT+0300 (GMT+03:00),117647.70700030179
Sun May 25 2025 18:08:00 GMT+0300 (GMT+03:00),128660.80793634162
Sun May 25 2025 18:09:00 GMT+0300 (GMT+03:00),136741.2578992375
Sun May 25 2025 18:10:00 GMT+0300 (GMT+03:00),136803.89704623673
Sun May 25 2025 18:11:00 GMT+0300 (GMT+03:00),124392.48787920477
Sun May 25 2025 18:12:00 GMT+0300 (GMT+03:00),121349.1111411632
Sun May 25 2025 18:13:00 GMT+0300 (GMT+03:00),111508.0352365793
Sun May 25 2025 18:14:00 GMT+0300 (GMT+03:00),112970.47813139515
Sun May 25 2025 18:15:00 GMT+0300 (GMT+03:00),112809.62790149756
Sun May 25 2025 18:16:00 GMT+0300 (GMT+03:00),123342.17490931929
Sun May 25 2025 18:17:00 GMT+0300 (GMT+03:00),135582.4336797525
Sun May 25 2025 18:18:00 GMT+0300 (GMT+03:00),148371.25952542096
Sun May 25 2025 18:19:00 GMT+0300 (GMT+03:00),161515.66692888827
Sun May 25 2025 18:20:00 GMT+0300 (GMT+03:00),155982.75107444965
Sun May 25 2025 18:21:00 GMT+0300 (GMT+03:00),129287.19940633352
Sun May 25 2025 18:22:00 GMT+0300 (GMT+03:00),128660.80793634162
Sun May 25 2025 18:23:00 GMT+0300 (GMT+03:00),129036.6428183368
Sun May 25 2025 18:24:00 GMT+0300 (GMT+03:00),142215.91934696687
Sun May 25 2025 18:25:00 GMT+0300 (GMT+03:00),150380.93215831174
Sun May 25 2025 18:26:00 GMT+0300 (GMT+03:00),164683.8297058134
Sun May 25 2025 18:27:00 GMT+0300 (GMT+03:00),165608.5087938155
Sun May 25 2025 18:28:00 GMT+0300 (GMT+03:00),165381.12869020842
Sun May 25 2025 18:29:00 GMT+0300 (GMT+03:00),166214.85573676767
Sun May 25 2025 18:37:00 GMT+0300 (GMT+03:00),67437.66470992948
Sun May 25 2025 18:38:00 GMT+0300 (GMT+03:00),111404.49945641533
Sun May 25 2025 18:39:00 GMT+0300 (GMT+03:00),117761.59635848219
Sun May 25 2025 18:40:00 GMT+0300 (GMT+03:00),106848.92512920123
Sun May 25 2025 18:41:00 GMT+0300 (GMT+03:00),106331.2462283815
Sun May 25 2025 18:42:00 GMT+0300 (GMT+03:00),121292.166462073
Sun May 25 2025 18:43:00 GMT+0300 (GMT+03:00),133108.18737328437
Sun May 25 2025 18:44:00 GMT+0300 (GMT+03:00),128911.36452433853
Sun May 25 2025 18:45:00 GMT+0300 (GMT+03:00),123313.70256977424
Sun May 25 2025 18:46:00 GMT+0300 (GMT+03:00),129161.92111233524
Sun May 25 2025 18:47:00 GMT+0300 (GMT+03:00),135645.07282675165
