TimeSeries ID,request_latencies.cloud_run_revision.ALIGN_DELTA.REDUCE_PERCENTILE_95.metric.type="run.googleapis.com/request_latencies" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization3" AND resource.labels."service_name"="ollama-llama".project_id:llm-workload-characterization3.service_name:ollama-llama
service_name,ollama-llama
project_id,llm-workload-characterization3
Sun May 25 2025 23:38:00 GMT+0300 (GMT+03:00),323408.39210086205
Sun May 25 2025 23:39:00 GMT+0300 (GMT+03:00),323462.63215217355
Sun May 25 2025 23:40:00 GMT+0300 (GMT+03:00),323462.63215217355
Sun May 25 2025 23:41:00 GMT+0300 (GMT+03:00),323396.8252963173
Sun May 25 2025 23:42:00 GMT+0300 (GMT+03:00),323194.0870030227
Sun May 25 2025 23:43:00 GMT+0300 (GMT+03:00),323396.04616232263
Sun May 25 2025 23:44:00 GMT+0300 (GMT+03:00),323462.63215217355
Sun May 25 2025 23:45:00 GMT+0300 (GMT+03:00),323462.63215217355
Sun May 25 2025 23:46:00 GMT+0300 (GMT+03:00),323442.1892688472
Sun May 25 2025 23:47:00 GMT+0300 (GMT+03:00),323328.35957759817
Sun May 25 2025 23:48:00 GMT+0300 (GMT+03:00),323322.797991669
Sun May 25 2025 23:49:00 GMT+0300 (GMT+03:00),323462.63215217355
