Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,252,5,35000.0,42330.427667666096,156.88866702839732,106250.92029199004,2.5634920634920637,0.8419134780435911,0.016704632500864902,35000,64000,67000,69000,77000,78000,92000,105000,106000,106000,106000
,Aggregated,252,5,35000.0,42330.427667666096,156.88866702839732,106250.92029199004,2.5634920634920637,0.8419134780435911,0.016704632500864902,35000,64000,67000,69000,77000,78000,92000,105000,106000,106000,106000
