TimeSeries ID,request_count.cloud_run_revision.ALIGN_RATE.REDUCE_SUM.metric.type="run.googleapis.com/request_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization" AND resource.labels."service_name"="ollama-gemma".60s.project_id:llm-workload-characterization.response_code_class:2xx,request_count.cloud_run_revision.ALIGN_RATE.REDUCE_SUM.metric.type="run.googleapis.com/request_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization" AND resource.labels."service_name"="ollama-gemma".60s.project_id:llm-workload-characterization.response_code_class:5xx
response_code_class,2xx,5xx
project_id,llm-workload-characterization,llm-workload-characterization
Fri May 23 2025 14:29:00 GMT+0300 (GMT+03:00),5,0.11666666666666667
Fri May 23 2025 14:30:00 GMT+0300 (GMT+03:00),0.48333333333333334,0
Fri May 23 2025 14:31:00 GMT+0300 (GMT+03:00),0.38333333333333336,0
Fri May 23 2025 14:32:00 GMT+0300 (GMT+03:00),0.5,0
Fri May 23 2025 14:33:00 GMT+0300 (GMT+03:00),0.8,0.016666666666666666
Fri May 23 2025 14:34:00 GMT+0300 (GMT+03:00),5.8,0.18333333333333332
Fri May 23 2025 14:35:00 GMT+0300 (GMT+03:00),0.5833333333333334,0
Fri May 23 2025 14:36:00 GMT+0300 (GMT+03:00),0.4666666666666667,0
Fri May 23 2025 14:37:00 GMT+0300 (GMT+03:00),0.45,0
Fri May 23 2025 14:38:00 GMT+0300 (GMT+03:00),0.5166666666666667,0
Fri May 23 2025 14:39:00 GMT+0300 (GMT+03:00),5.883333333333334,0.08333333333333333
Fri May 23 2025 14:40:00 GMT+0300 (GMT+03:00),0.9166666666666666,0.016666666666666666
Fri May 23 2025 14:41:00 GMT+0300 (GMT+03:00),0.48333333333333334,0
Fri May 23 2025 14:42:00 GMT+0300 (GMT+03:00),0.43333333333333335,0
Fri May 23 2025 14:43:00 GMT+0300 (GMT+03:00),0.5166666666666667,0
Fri May 23 2025 14:44:00 GMT+0300 (GMT+03:00),5.183333333333334,0.15
Fri May 23 2025 14:45:00 GMT+0300 (GMT+03:00),1.45,0.016666666666666666
Fri May 23 2025 14:46:00 GMT+0300 (GMT+03:00),0.5333333333333333,0
Fri May 23 2025 14:47:00 GMT+0300 (GMT+03:00),0.5333333333333333,0
Fri May 23 2025 14:48:00 GMT+0300 (GMT+03:00),0.15,0
Fri May 23 2025 14:49:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 14:50:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 14:51:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 14:52:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 14:53:00 GMT+0300 (GMT+03:00),0.13333333333333333,0
Fri May 23 2025 14:54:00 GMT+0300 (GMT+03:00),0.2833333333333333,0
Fri May 23 2025 14:55:00 GMT+0300 (GMT+03:00),0.3333333333333333,0
Fri May 23 2025 14:56:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 14:57:00 GMT+0300 (GMT+03:00),0.3,0.06666666666666667
Fri May 23 2025 14:58:00 GMT+0300 (GMT+03:00),1.1166666666666667,5.933333333333334
Fri May 23 2025 14:59:00 GMT+0300 (GMT+03:00),0.35,0
Fri May 23 2025 15:00:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 15:01:00 GMT+0300 (GMT+03:00),0.3333333333333333,0
Fri May 23 2025 15:02:00 GMT+0300 (GMT+03:00),0.31666666666666665,0
Fri May 23 2025 15:03:00 GMT+0300 (GMT+03:00),4.266666666666667,2.6333333333333333
Fri May 23 2025 15:04:00 GMT+0300 (GMT+03:00),0.5,0
Fri May 23 2025 15:05:00 GMT+0300 (GMT+03:00),0.36666666666666664,0
Fri May 23 2025 15:06:00 GMT+0300 (GMT+03:00),0.35,0
Fri May 23 2025 15:07:00 GMT+0300 (GMT+03:00),0.4,0
Fri May 23 2025 15:08:00 GMT+0300 (GMT+03:00),4.116666666666666,1.4
Fri May 23 2025 15:09:00 GMT+0300 (GMT+03:00),1.3666666666666667,0.2833333333333333
Fri May 23 2025 15:10:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 15:11:00 GMT+0300 (GMT+03:00),0.36666666666666664,0
Fri May 23 2025 15:12:00 GMT+0300 (GMT+03:00),0.4,0
Fri May 23 2025 15:13:00 GMT+0300 (GMT+03:00),3.8666666666666667,0.95
Fri May 23 2025 15:14:00 GMT+0300 (GMT+03:00),2.033333333333333,0.3
Fri May 23 2025 15:15:00 GMT+0300 (GMT+03:00),0.36666666666666664,0
Fri May 23 2025 15:16:00 GMT+0300 (GMT+03:00),0.43333333333333335,0
Fri May 23 2025 15:17:00 GMT+0300 (GMT+03:00),0.35,0
Fri May 23 2025 15:18:00 GMT+0300 (GMT+03:00),2.45,0.43333333333333335
Fri May 23 2025 15:19:00 GMT+0300 (GMT+03:00),3.716666666666667,0.5
Fri May 23 2025 15:20:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 15:21:00 GMT+0300 (GMT+03:00),0.45,0
Fri May 23 2025 15:22:00 GMT+0300 (GMT+03:00),0.48333333333333334,0
Fri May 23 2025 15:23:00 GMT+0300 (GMT+03:00),0.8833333333333333,0.13333333333333333
Fri May 23 2025 15:24:00 GMT+0300 (GMT+03:00),5.4,0.5166666666666667
Fri May 23 2025 15:25:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 15:26:00 GMT+0300 (GMT+03:00),0.4666666666666667,0
Fri May 23 2025 15:27:00 GMT+0300 (GMT+03:00),0.5,0
Fri May 23 2025 15:28:00 GMT+0300 (GMT+03:00),0.16666666666666666,0
Fri May 23 2025 15:29:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 15:30:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 15:31:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 15:32:00 GMT+0300 (GMT+03:00),0,0
Fri May 23 2025 15:33:00 GMT+0300 (GMT+03:00),0.15,0
Fri May 23 2025 15:34:00 GMT+0300 (GMT+03:00),0.3,0
Fri May 23 2025 15:35:00 GMT+0300 (GMT+03:00),0.3,0
Fri May 23 2025 15:36:00 GMT+0300 (GMT+03:00),0.2833333333333333,0
Fri May 23 2025 15:37:00 GMT+0300 (GMT+03:00),0.26666666666666666,0
Fri May 23 2025 15:38:00 GMT+0300 (GMT+03:00),2.8,2.183333333333333
Fri May 23 2025 15:39:00 GMT+0300 (GMT+03:00),5.666666666666667,4.083333333333333
Fri May 23 2025 15:40:00 GMT+0300 (GMT+03:00),1.0166666666666666,0.36666666666666664
Fri May 23 2025 15:41:00 GMT+0300 (GMT+03:00),0.4166666666666667,0
Fri May 23 2025 15:42:00 GMT+0300 (GMT+03:00),0.3,0
Fri May 23 2025 15:43:00 GMT+0300 (GMT+03:00),3.2,0.1
Fri May 23 2025 15:44:00 GMT+0300 (GMT+03:00),8.966666666666667,0.9
Fri May 23 2025 15:45:00 GMT+0300 (GMT+03:00),2.683333333333333,0.21666666666666667
Fri May 23 2025 15:46:00 GMT+0300 (GMT+03:00),0.4,0
