TimeSeries ID,request_latencies.cloud_run_revision.ALIGN_DELTA.REDUCE_PERCENTILE_50.metric.type="run.googleapis.com/request_latencies" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization" AND resource.labels."service_name"="ollama-gemma".project_id:llm-workload-characterization.service_name:ollama-gemma
project_id,llm-workload-characterization
service_name,ollama-gemma
Fri May 23 2025 12:53:00 GMT+0300 (GMT+03:00),28627.41719893937
Fri May 23 2025 12:54:00 GMT+0300 (GMT+03:00),62826.49238510631
Fri May 23 2025 12:55:00 GMT+0300 (GMT+03:00),123380.13802871277
Fri May 23 2025 12:56:00 GMT+0300 (GMT+03:00),180085.0420567989
Fri May 23 2025 12:57:00 GMT+0300 (GMT+03:00),238583.50027862907
Fri May 23 2025 12:58:00 GMT+0300 (GMT+03:00),300612.59931413387
Fri May 23 2025 12:59:00 GMT+0300 (GMT+03:00),287136.73639973253
Fri May 23 2025 13:00:00 GMT+0300 (GMT+03:00),290517.02499044227
Fri May 23 2025 13:01:00 GMT+0300 (GMT+03:00),298353.660706571
Fri May 23 2025 13:02:00 GMT+0300 (GMT+03:00),287726.94551874534
Fri May 23 2025 13:03:00 GMT+0300 (GMT+03:00),283193.06637723785
Fri May 23 2025 13:04:00 GMT+0300 (GMT+03:00),285808.7658819537
Fri May 23 2025 13:05:00 GMT+0300 (GMT+03:00),281972.4066083705
Fri May 23 2025 13:06:00 GMT+0300 (GMT+03:00),262996.6956559772
Fri May 23 2025 13:07:00 GMT+0300 (GMT+03:00),263967.67501757626
Fri May 23 2025 13:08:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 13:09:00 GMT+0300 (GMT+03:00),284657.85809987877
Fri May 23 2025 13:10:00 GMT+0300 (GMT+03:00),265493.4997286605
Fri May 23 2025 13:11:00 GMT+0300 (GMT+03:00),278988.5716178057
Fri May 23 2025 13:12:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 13:13:00 GMT+0300 (GMT+03:00),299944.27428231057
Fri May 23 2025 13:14:00 GMT+0300 (GMT+03:00),299338.3262534574
Fri May 23 2025 13:15:00 GMT+0300 (GMT+03:00),285808.7658819537
Fri May 23 2025 13:16:00 GMT+0300 (GMT+03:00),283464.32410365285
Fri May 23 2025 13:17:00 GMT+0300 (GMT+03:00),280054.22697157884
Fri May 23 2025 13:18:00 GMT+0300 (GMT+03:00),288686.0353371412
Fri May 23 2025 13:19:00 GMT+0300 (GMT+03:00),292714.2125744036
Fri May 23 2025 13:20:00 GMT+0300 (GMT+03:00),284210.28285129403
Fri May 23 2025 13:21:00 GMT+0300 (GMT+03:00),287343.30959138705
Fri May 23 2025 13:22:00 GMT+0300 (GMT+03:00),297671.9691741112
Fri May 23 2025 13:23:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 13:24:00 GMT+0300 (GMT+03:00),283650.81379056314
Fri May 23 2025 13:25:00 GMT+0300 (GMT+03:00),292042.8497015265
Fri May 23 2025 13:26:00 GMT+0300 (GMT+03:00),304015.4876011677
Fri May 23 2025 13:27:00 GMT+0300 (GMT+03:00),309033.49471510784
Fri May 23 2025 13:28:00 GMT+0300 (GMT+03:00),308059.64966873673
Fri May 23 2025 13:33:00 GMT+0300 (GMT+03:00),22532.402360440276
Fri May 23 2025 13:34:00 GMT+0300 (GMT+03:00),61365.41116684802
Fri May 23 2025 13:35:00 GMT+0300 (GMT+03:00),128410.2513483449
Fri May 23 2025 13:36:00 GMT+0300 (GMT+03:00),192590.94775518772
Fri May 23 2025 13:37:00 GMT+0300 (GMT+03:00),241665.97444243563
Fri May 23 2025 13:38:00 GMT+0300 (GMT+03:00),293333.93214936706
Fri May 23 2025 13:39:00 GMT+0300 (GMT+03:00),286448.1590942176
Fri May 23 2025 13:40:00 GMT+0300 (GMT+03:00),281972.4066083705
Fri May 23 2025 13:41:00 GMT+0300 (GMT+03:00),283315.1323541246
Fri May 23 2025 13:42:00 GMT+0300 (GMT+03:00),289804.97345860297
Fri May 23 2025 13:43:00 GMT+0300 (GMT+03:00),289804.97345860297
Fri May 23 2025 13:44:00 GMT+0300 (GMT+03:00),296742.38981166604
Fri May 23 2025 13:45:00 GMT+0300 (GMT+03:00),288686.0353371412
Fri May 23 2025 13:46:00 GMT+0300 (GMT+03:00),284413.72614610527
Fri May 23 2025 13:47:00 GMT+0300 (GMT+03:00),298808.1217282109
Fri May 23 2025 13:48:00 GMT+0300 (GMT+03:00),281972.4066083705
Fri May 23 2025 13:49:00 GMT+0300 (GMT+03:00),276937.18506179244
Fri May 23 2025 13:50:00 GMT+0300 (GMT+03:00),292714.2125744036
Fri May 23 2025 13:51:00 GMT+0300 (GMT+03:00),287343.30959138705
Fri May 23 2025 13:52:00 GMT+0300 (GMT+03:00),292714.2125744036
Fri May 23 2025 13:53:00 GMT+0300 (GMT+03:00),288686.0353371412
Fri May 23 2025 13:54:00 GMT+0300 (GMT+03:00),292714.2125744036
Fri May 23 2025 13:55:00 GMT+0300 (GMT+03:00),298564.6604666181
Fri May 23 2025 13:56:00 GMT+0300 (GMT+03:00),288686.0353371412
Fri May 23 2025 13:57:00 GMT+0300 (GMT+03:00),276217.86769799556
Fri May 23 2025 13:58:00 GMT+0300 (GMT+03:00),288686.0353371412
Fri May 23 2025 13:59:00 GMT+0300 (GMT+03:00),279286.95511686214
Fri May 23 2025 14:00:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 14:01:00 GMT+0300 (GMT+03:00),288686.0353371412
Fri May 23 2025 14:02:00 GMT+0300 (GMT+03:00),284849.6760635579
Fri May 23 2025 14:03:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 14:04:00 GMT+0300 (GMT+03:00),296630.4959995199
Fri May 23 2025 14:05:00 GMT+0300 (GMT+03:00),283650.81379056314
Fri May 23 2025 14:06:00 GMT+0300 (GMT+03:00),281972.4066083705
Fri May 23 2025 14:07:00 GMT+0300 (GMT+03:00),299092.1598667358
Fri May 23 2025 14:08:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 14:13:00 GMT+0300 (GMT+03:00),22020.302306793907
Fri May 23 2025 14:14:00 GMT+0300 (GMT+03:00),65894.7629434487
Fri May 23 2025 14:15:00 GMT+0300 (GMT+03:00),123854.67702113089
Fri May 23 2025 14:16:00 GMT+0300 (GMT+03:00),184730.0927447719
Fri May 23 2025 14:17:00 GMT+0300 (GMT+03:00),235809.27353120313
Fri May 23 2025 14:18:00 GMT+0300 (GMT+03:00),309813.1304332659
Fri May 23 2025 14:19:00 GMT+0300 (GMT+03:00),309965.92336295516
Fri May 23 2025 14:20:00 GMT+0300 (GMT+03:00),297861.3279331278
Fri May 23 2025 14:21:00 GMT+0300 (GMT+03:00),301080.4268364102
Fri May 23 2025 14:22:00 GMT+0300 (GMT+03:00),296742.38981166604
Fri May 23 2025 14:23:00 GMT+0300 (GMT+03:00),309682.72474602197
Fri May 23 2025 14:24:00 GMT+0300 (GMT+03:00),310047.07479449135
Fri May 23 2025 14:25:00 GMT+0300 (GMT+03:00),304728.0745100986
Fri May 23 2025 14:26:00 GMT+0300 (GMT+03:00),301861.53171735373
Fri May 23 2025 14:27:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 14:28:00 GMT+0300 (GMT+03:00),308891.4756458454
Fri May 23 2025 14:29:00 GMT+0300 (GMT+03:00),310121.84797081497
Fri May 23 2025 14:30:00 GMT+0300 (GMT+03:00),307806.44995668024
Fri May 23 2025 14:31:00 GMT+0300 (GMT+03:00),304087.8894796152
Fri May 23 2025 14:32:00 GMT+0300 (GMT+03:00),303523.1548277245
Fri May 23 2025 14:33:00 GMT+0300 (GMT+03:00),307215.6506285484
Fri May 23 2025 14:34:00 GMT+0300 (GMT+03:00),310087.36324021977
Fri May 23 2025 14:35:00 GMT+0300 (GMT+03:00),307707.9834019916
Fri May 23 2025 14:36:00 GMT+0300 (GMT+03:00),308397.249284812
Fri May 23 2025 14:37:00 GMT+0300 (GMT+03:00),306812.83290482213
Fri May 23 2025 14:38:00 GMT+0300 (GMT+03:00),307806.44995668024
Fri May 23 2025 14:39:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 14:40:00 GMT+0300 (GMT+03:00),308721.60970025696
Fri May 23 2025 14:41:00 GMT+0300 (GMT+03:00),306958.7813554476
Fri May 23 2025 14:42:00 GMT+0300 (GMT+03:00),307484.19577769923
Fri May 23 2025 14:43:00 GMT+0300 (GMT+03:00),307897.3421610082
Fri May 23 2025 14:44:00 GMT+0300 (GMT+03:00),310123.3463814229
Fri May 23 2025 14:45:00 GMT+0300 (GMT+03:00),309482.67130626354
Fri May 23 2025 14:46:00 GMT+0300 (GMT+03:00),309693.19619813346
Fri May 23 2025 14:47:00 GMT+0300 (GMT+03:00),307434.46519452316
Fri May 23 2025 14:48:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 14:53:00 GMT+0300 (GMT+03:00),26024.924726308516
Fri May 23 2025 14:54:00 GMT+0300 (GMT+03:00),64287.573603364595
Fri May 23 2025 14:55:00 GMT+0300 (GMT+03:00),127366.26556502502
Fri May 23 2025 14:56:00 GMT+0300 (GMT+03:00),188660.5202499798
Fri May 23 2025 14:57:00 GMT+0300 (GMT+03:00),248709.42790673368
Fri May 23 2025 14:58:00 GMT+0300 (GMT+03:00),309815.45102932036
Fri May 23 2025 14:59:00 GMT+0300 (GMT+03:00),285329.2209727558
Fri May 23 2025 15:00:00 GMT+0300 (GMT+03:00),281972.4066083705
Fri May 23 2025 15:01:00 GMT+0300 (GMT+03:00),284657.85809987877
Fri May 23 2025 15:02:00 GMT+0300 (GMT+03:00),296876.6623862415
Fri May 23 2025 15:03:00 GMT+0300 (GMT+03:00),309803.1464453044
Fri May 23 2025 15:04:00 GMT+0300 (GMT+03:00),305032.26180719165
Fri May 23 2025 15:05:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 15:06:00 GMT+0300 (GMT+03:00),281972.4066083705
Fri May 23 2025 15:07:00 GMT+0300 (GMT+03:00),284210.28285129403
Fri May 23 2025 15:08:00 GMT+0300 (GMT+03:00),309850.54269382765
Fri May 23 2025 15:09:00 GMT+0300 (GMT+03:00),309865.1115330571
Fri May 23 2025 15:10:00 GMT+0300 (GMT+03:00),305505.4420471142
Fri May 23 2025 15:11:00 GMT+0300 (GMT+03:00),296742.38981166604
Fri May 23 2025 15:12:00 GMT+0300 (GMT+03:00),304087.8894796152
Fri May 23 2025 15:13:00 GMT+0300 (GMT+03:00),309640.25719023636
Fri May 23 2025 15:14:00 GMT+0300 (GMT+03:00),309508.3047377167
Fri May 23 2025 15:15:00 GMT+0300 (GMT+03:00),303276.9884410029
Fri May 23 2025 15:16:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 15:17:00 GMT+0300 (GMT+03:00),296742.38981166604
Fri May 23 2025 15:18:00 GMT+0300 (GMT+03:00),309228.8840078511
Fri May 23 2025 15:19:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 15:20:00 GMT+0300 (GMT+03:00),305738.6523082188
Fri May 23 2025 15:21:00 GMT+0300 (GMT+03:00),307600.9545381996
Fri May 23 2025 15:22:00 GMT+0300 (GMT+03:00),304542.98700128536
Fri May 23 2025 15:23:00 GMT+0300 (GMT+03:00),307758.221440098
Fri May 23 2025 15:24:00 GMT+0300 (GMT+03:00),310003.2249232549
Fri May 23 2025 15:25:00 GMT+0300 (GMT+03:00),306477.1514683836
Fri May 23 2025 15:26:00 GMT+0300 (GMT+03:00),305000.153148054
Fri May 23 2025 15:27:00 GMT+0300 (GMT+03:00),306477.1514683836
Fri May 23 2025 15:28:00 GMT+0300 (GMT+03:00),308528.53802439687
Fri May 23 2025 15:33:00 GMT+0300 (GMT+03:00),33814.43255331863
Fri May 23 2025 15:34:00 GMT+0300 (GMT+03:00),66430.49272347675
Fri May 23 2025 15:35:00 GMT+0300 (GMT+03:00),126844.27267336509
Fri May 23 2025 15:36:00 GMT+0300 (GMT+03:00),187350.37774824383
Fri May 23 2025 15:37:00 GMT+0300 (GMT+03:00),236734.0157803451
Fri May 23 2025 15:38:00 GMT+0300 (GMT+03:00),309651.4022445305
Fri May 23 2025 15:39:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 15:40:00 GMT+0300 (GMT+03:00),308809.2540794303
Fri May 23 2025 15:41:00 GMT+0300 (GMT+03:00),301307.6573472301
Fri May 23 2025 15:42:00 GMT+0300 (GMT+03:00),273580.37069740705
Fri May 23 2025 15:43:00 GMT+0300 (GMT+03:00),309371.2697987591
Fri May 23 2025 15:44:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 15:45:00 GMT+0300 (GMT+03:00),309912.0312831035
Fri May 23 2025 15:46:00 GMT+0300 (GMT+03:00),308155.5586505763
Fri May 23 2025 15:47:00 GMT+0300 (GMT+03:00),299092.1598667358
Fri May 23 2025 15:48:00 GMT+0300 (GMT+03:00),309208.99795517203
Fri May 23 2025 15:49:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 15:50:00 GMT+0300 (GMT+03:00),309999.22438609257
Fri May 23 2025 15:51:00 GMT+0300 (GMT+03:00),303950.706973083
Fri May 23 2025 15:52:00 GMT+0300 (GMT+03:00),302292.3228941165
Fri May 23 2025 15:53:00 GMT+0300 (GMT+03:00),308181.38029953314
Fri May 23 2025 15:54:00 GMT+0300 (GMT+03:00),310141.67381617095
Fri May 23 2025 15:55:00 GMT+0300 (GMT+03:00),310045.8764602413
Fri May 23 2025 15:56:00 GMT+0300 (GMT+03:00),307897.3421610082
Fri May 23 2025 15:57:00 GMT+0300 (GMT+03:00),304425.76491237036
Fri May 23 2025 15:58:00 GMT+0300 (GMT+03:00),308740.29405598535
Fri May 23 2025 15:59:00 GMT+0300 (GMT+03:00),310140.1073028009
Fri May 23 2025 16:00:00 GMT+0300 (GMT+03:00),310096.70908054925
Fri May 23 2025 16:01:00 GMT+0300 (GMT+03:00),308059.64966873673
Fri May 23 2025 16:02:00 GMT+0300 (GMT+03:00),302350.24439687456
Fri May 23 2025 16:03:00 GMT+0300 (GMT+03:00),304087.8894796152
Fri May 23 2025 16:04:00 GMT+0300 (GMT+03:00),310132.62976744486
Fri May 23 2025 16:05:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 16:06:00 GMT+0300 (GMT+03:00),309033.49471510784
Fri May 23 2025 16:07:00 GMT+0300 (GMT+03:00),304261.6539878893
Fri May 23 2025 16:08:00 GMT+0300 (GMT+03:00),308826.9215234534
Fri May 23 2025 16:13:00 GMT+0300 (GMT+03:00),21508.202253147534
Fri May 23 2025 16:14:00 GMT+0300 (GMT+03:00),61365.41116684802
Fri May 23 2025 16:15:00 GMT+0300 (GMT+03:00),122431.06004387651
Fri May 23 2025 16:16:00 GMT+0300 (GMT+03:00),187088.34924789664
Fri May 23 2025 16:17:00 GMT+0300 (GMT+03:00),245657.77848456515
Fri May 23 2025 16:18:00 GMT+0300 (GMT+03:00),309975.518245725
Fri May 23 2025 16:19:00 GMT+0300 (GMT+03:00),292958.3445281771
Fri May 23 2025 16:20:00 GMT+0300 (GMT+03:00),286168.42456385214
Fri May 23 2025 16:21:00 GMT+0300 (GMT+03:00),283464.32410365285
Fri May 23 2025 16:22:00 GMT+0300 (GMT+03:00),289804.97345860297
Fri May 23 2025 16:23:00 GMT+0300 (GMT+03:00),310081.7307025212
Fri May 23 2025 16:24:00 GMT+0300 (GMT+03:00),308981.25781606877
Fri May 23 2025 16:25:00 GMT+0300 (GMT+03:00),290517.02499044227
Fri May 23 2025 16:26:00 GMT+0300 (GMT+03:00),280629.6808626163
Fri May 23 2025 16:27:00 GMT+0300 (GMT+03:00),281972.4066083705
Fri May 23 2025 16:28:00 GMT+0300 (GMT+03:00),309999.87734733056
Fri May 23 2025 16:29:00 GMT+0300 (GMT+03:00),309642.1478690898
Fri May 23 2025 16:30:00 GMT+0300 (GMT+03:00),294056.93832015776
Fri May 23 2025 16:31:00 GMT+0300 (GMT+03:00),287726.94551874534
Fri May 23 2025 16:32:00 GMT+0300 (GMT+03:00),283890.58624516206
Fri May 23 2025 16:33:00 GMT+0300 (GMT+03:00),309913.22394970583
Fri May 23 2025 16:34:00 GMT+0300 (GMT+03:00),310039.32388800196
Fri May 23 2025 16:35:00 GMT+0300 (GMT+03:00),305825.53456235584
Fri May 23 2025 16:36:00 GMT+0300 (GMT+03:00),295399.6640659119
Fri May 23 2025 16:37:00 GMT+0300 (GMT+03:00),302784.6556675597
Fri May 23 2025 16:38:00 GMT+0300 (GMT+03:00),310021.45345780323
Fri May 23 2025 16:39:00 GMT+0300 (GMT+03:00),310169.6472692075
Fri May 23 2025 16:40:00 GMT+0300 (GMT+03:00),305246.3195347756
Fri May 23 2025 16:41:00 GMT+0300 (GMT+03:00),302350.24439687456
Fri May 23 2025 16:42:00 GMT+0300 (GMT+03:00),302350.24439687456
Fri May 23 2025 16:43:00 GMT+0300 (GMT+03:00),307707.9834019916
Fri May 23 2025 16:44:00 GMT+0300 (GMT+03:00),310152.250351418
