Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,2213,0,45000.0,61611.042698173434,222.8617910295725,175134.43775003543,0.0,1.230958513134551,0.0,45000,76000,97000,103000,133000,157000,167000,169000,174000,175000,175000
,Aggregated,2213,0,45000.0,61611.042698173434,222.8617910295725,175134.43775003543,0.0,1.230958513134551,0.0,45000,76000,97000,103000,133000,157000,167000,169000,174000,175000,175000
