Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,214,0,750.0,2535.2188648887754,230.95574998296797,21953.810584032908,0.0,0.7172191573471888,0.0,790,1900,3600,5000,7700,9800,12000,14000,22000,22000,22000
,Aggregated,214,0,750.0,2535.2188648887754,230.95574998296797,21953.810584032908,0.0,0.7172191573471888,0.0,790,1900,3600,5000,7700,9800,12000,14000,22000,22000,22000
