Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/generate,2883,14,282000.0,265401.23108585447,743.7345420476049,309283.16287498455,0.07492195629552549,1.6016223034254589,0.007777562347539515,282000,288000,291000,293000,299000,300000,306000,308000,309000,309000,309000
,Aggregated,2883,14,282000.0,265401.23108585447,743.7345420476049,309283.16287498455,0.07492195629552549,1.6016223034254589,0.007777562347539515,282000,288000,291000,293000,299000,300000,306000,308000,309000,309000,309000
