timestamp,sent_bytes_internet
Sun May 25 2025 18:19:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 18:20:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 18:21:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 18:22:00 GMT+0300 (GMT+03:00),2808.9333333333334
Sun May 25 2025 18:23:00 GMT+0300 (GMT+03:00),32602.233333333334
Sun May 25 2025 18:24:00 GMT+0300 (GMT+03:00),54845.03333333333
Sun May 25 2025 18:25:00 GMT+0300 (GMT+03:00),49187.23333333333
Sun May 25 2025 18:26:00 GMT+0300 (GMT+03:00),44505.6
Sun May 25 2025 18:27:00 GMT+0300 (GMT+03:00),55535.0
Sun May 25 2025 18:28:00 GMT+0300 (GMT+03:00),50298.76666666667
Sun May 25 2025 18:29:00 GMT+0300 (GMT+03:00),56388.73333333333
Sun May 25 2025 18:30:00 GMT+0300 (GMT+03:00),51951.48333333333
Sun May 25 2025 18:31:00 GMT+0300 (GMT+03:00),53058.51666666667
Sun May 25 2025 18:32:00 GMT+0300 (GMT+03:00),53862.76666666667
Sun May 25 2025 18:33:00 GMT+0300 (GMT+03:00),52867.8
Sun May 25 2025 18:34:00 GMT+0300 (GMT+03:00),54684.91666666666
Sun May 25 2025 18:35:00 GMT+0300 (GMT+03:00),53833.76666666667
Sun May 25 2025 18:36:00 GMT+0300 (GMT+03:00),55348.53333333333
Sun May 25 2025 18:37:00 GMT+0300 (GMT+03:00),49856.05
Sun May 25 2025 18:38:00 GMT+0300 (GMT+03:00),55561.98333333333
Sun May 25 2025 18:39:00 GMT+0300 (GMT+03:00),51111.21666666667
Sun May 25 2025 18:40:00 GMT+0300 (GMT+03:00),54989.91666666666
Sun May 25 2025 18:41:00 GMT+0300 (GMT+03:00),53512.0
Sun May 25 2025 18:42:00 GMT+0300 (GMT+03:00),54642.86666666667
Sun May 25 2025 18:43:00 GMT+0300 (GMT+03:00),52911.86666666667
Sun May 25 2025 18:44:00 GMT+0300 (GMT+03:00),51139.75
Sun May 25 2025 18:45:00 GMT+0300 (GMT+03:00),52053.816666666666
Sun May 25 2025 18:46:00 GMT+0300 (GMT+03:00),46396.26666666667
Sun May 25 2025 18:47:00 GMT+0300 (GMT+03:00),62410.11666666667
Sun May 25 2025 18:48:00 GMT+0300 (GMT+03:00),48797.85
Sun May 25 2025 18:49:00 GMT+0300 (GMT+03:00),46364.816666666666
Sun May 25 2025 18:50:00 GMT+0300 (GMT+03:00),55448.66666666666
Sun May 25 2025 18:51:00 GMT+0300 (GMT+03:00),52916.13333333333
Sun May 25 2025 18:52:00 GMT+0300 (GMT+03:00),52738.55
Sun May 25 2025 18:53:00 GMT+0300 (GMT+03:00),50293.45
Sun May 25 2025 18:54:00 GMT+0300 (GMT+03:00),39220.55
Sun May 25 2025 18:55:00 GMT+0300 (GMT+03:00),40910.43333333333
Sun May 25 2025 18:56:00 GMT+0300 (GMT+03:00),19052.4
Sun May 25 2025 18:57:00 GMT+0300 (GMT+03:00),10344.516666666666
Sun May 25 2025 18:58:00 GMT+0300 (GMT+03:00),4613.366666666667
Sun May 25 2025 18:59:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 19:00:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 19:01:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 19:02:00 GMT+0300 (GMT+03:00),2759.333333333333
Sun May 25 2025 19:03:00 GMT+0300 (GMT+03:00),33009.26666666667
Sun May 25 2025 19:04:00 GMT+0300 (GMT+03:00),57346.083333333336
Sun May 25 2025 19:05:00 GMT+0300 (GMT+03:00),41245.66666666666
Sun May 25 2025 19:06:00 GMT+0300 (GMT+03:00),53285.96666666667
Sun May 25 2025 19:07:00 GMT+0300 (GMT+03:00),53754.53333333333
Sun May 25 2025 19:08:00 GMT+0300 (GMT+03:00),54749.78333333333
Sun May 25 2025 19:09:00 GMT+0300 (GMT+03:00),54763.91666666666
Sun May 25 2025 19:10:00 GMT+0300 (GMT+03:00),52389.05
Sun May 25 2025 19:11:00 GMT+0300 (GMT+03:00),50304.3
Sun May 25 2025 19:12:00 GMT+0300 (GMT+03:00),54935.0
Sun May 25 2025 19:13:00 GMT+0300 (GMT+03:00),53194.03333333333
Sun May 25 2025 19:14:00 GMT+0300 (GMT+03:00),54849.13333333333
Sun May 25 2025 19:15:00 GMT+0300 (GMT+03:00),50829.23333333333
Sun May 25 2025 19:16:00 GMT+0300 (GMT+03:00),58212.6
Sun May 25 2025 19:17:00 GMT+0300 (GMT+03:00),50908.41666666666
Sun May 25 2025 19:18:00 GMT+0300 (GMT+03:00),53444.11666666667
Sun May 25 2025 19:19:00 GMT+0300 (GMT+03:00),51660.78333333333
Sun May 25 2025 19:20:00 GMT+0300 (GMT+03:00),55858.35
Sun May 25 2025 19:21:00 GMT+0300 (GMT+03:00),47419.333333333336
Sun May 25 2025 19:22:00 GMT+0300 (GMT+03:00),57753.18333333333
Sun May 25 2025 19:23:00 GMT+0300 (GMT+03:00),55179.85
Sun May 25 2025 19:24:00 GMT+0300 (GMT+03:00),51813.75
Sun May 25 2025 19:25:00 GMT+0300 (GMT+03:00),53148.66666666666
Sun May 25 2025 19:26:00 GMT+0300 (GMT+03:00),54424.48333333333
Sun May 25 2025 19:27:00 GMT+0300 (GMT+03:00),55113.583333333336
Sun May 25 2025 19:28:00 GMT+0300 (GMT+03:00),49903.61666666667
Sun May 25 2025 19:29:00 GMT+0300 (GMT+03:00),56131.15
Sun May 25 2025 19:30:00 GMT+0300 (GMT+03:00),53918.25
Sun May 25 2025 19:31:00 GMT+0300 (GMT+03:00),53340.43333333333
Sun May 25 2025 19:32:00 GMT+0300 (GMT+03:00),48295.083333333336
Sun May 25 2025 19:33:00 GMT+0300 (GMT+03:00),47652.48333333333
Sun May 25 2025 19:34:00 GMT+0300 (GMT+03:00),42355.66666666666
Sun May 25 2025 19:35:00 GMT+0300 (GMT+03:00),30645.966666666667
Sun May 25 2025 19:36:00 GMT+0300 (GMT+03:00),21644.816666666666
Sun May 25 2025 19:37:00 GMT+0300 (GMT+03:00),14358.433333333332
Sun May 25 2025 19:38:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 19:39:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 19:40:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 19:41:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 19:42:00 GMT+0300 (GMT+03:00),4475.55
Sun May 25 2025 19:43:00 GMT+0300 (GMT+03:00),44481.85
Sun May 25 2025 19:44:00 GMT+0300 (GMT+03:00),49923.68333333333
Sun May 25 2025 19:45:00 GMT+0300 (GMT+03:00),53950.88333333333
Sun May 25 2025 19:46:00 GMT+0300 (GMT+03:00),50892.36666666667
Sun May 25 2025 19:47:00 GMT+0300 (GMT+03:00),56202.26666666667
Sun May 25 2025 19:48:00 GMT+0300 (GMT+03:00),53794.85
Sun May 25 2025 19:49:00 GMT+0300 (GMT+03:00),48062.4
Sun May 25 2025 19:50:00 GMT+0300 (GMT+03:00),54267.55
Sun May 25 2025 19:51:00 GMT+0300 (GMT+03:00),54306.25
Sun May 25 2025 19:52:00 GMT+0300 (GMT+03:00),51096.91666666666
Sun May 25 2025 19:53:00 GMT+0300 (GMT+03:00),53432.066666666666
Sun May 25 2025 19:54:00 GMT+0300 (GMT+03:00),49876.25
Sun May 25 2025 19:55:00 GMT+0300 (GMT+03:00),52564.35
Sun May 25 2025 19:56:00 GMT+0300 (GMT+03:00),41813.583333333336
Sun May 25 2025 19:57:00 GMT+0300 (GMT+03:00),50424.816666666666
Sun May 25 2025 19:58:00 GMT+0300 (GMT+03:00),56272.066666666666
Sun May 25 2025 19:59:00 GMT+0300 (GMT+03:00),38890.4
Sun May 25 2025 20:00:00 GMT+0300 (GMT+03:00),54200.6
Sun May 25 2025 20:01:00 GMT+0300 (GMT+03:00),49939.78333333333
Sun May 25 2025 20:02:00 GMT+0300 (GMT+03:00),52355.16666666666
Sun May 25 2025 20:03:00 GMT+0300 (GMT+03:00),52504.65
Sun May 25 2025 20:04:00 GMT+0300 (GMT+03:00),53094.53333333333
Sun May 25 2025 20:05:00 GMT+0300 (GMT+03:00),51325.61666666667
Sun May 25 2025 20:06:00 GMT+0300 (GMT+03:00),52603.76666666667
Sun May 25 2025 20:07:00 GMT+0300 (GMT+03:00),52681.03333333333
Sun May 25 2025 20:08:00 GMT+0300 (GMT+03:00),52957.68333333333
Sun May 25 2025 20:09:00 GMT+0300 (GMT+03:00),52466.0
Sun May 25 2025 20:10:00 GMT+0300 (GMT+03:00),48511.36666666667
Sun May 25 2025 20:11:00 GMT+0300 (GMT+03:00),56001.45
Sun May 25 2025 20:12:00 GMT+0300 (GMT+03:00),53541.066666666666
Sun May 25 2025 20:13:00 GMT+0300 (GMT+03:00),51713.25
Sun May 25 2025 20:14:00 GMT+0300 (GMT+03:00),51793.18333333333
Sun May 25 2025 20:15:00 GMT+0300 (GMT+03:00),52048.55
Sun May 25 2025 20:16:00 GMT+0300 (GMT+03:00),49258.833333333336
Sun May 25 2025 20:17:00 GMT+0300 (GMT+03:00),37483.5
Sun May 25 2025 20:18:00 GMT+0300 (GMT+03:00),7079.1
Sun May 25 2025 20:19:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 20:20:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 20:21:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 20:22:00 GMT+0300 (GMT+03:00),5351.716666666666
Sun May 25 2025 20:23:00 GMT+0300 (GMT+03:00),39306.833333333336
Sun May 25 2025 20:24:00 GMT+0300 (GMT+03:00),51730.05
Sun May 25 2025 20:25:00 GMT+0300 (GMT+03:00),54246.18333333333
Sun May 25 2025 20:26:00 GMT+0300 (GMT+03:00),53309.2
Sun May 25 2025 20:27:00 GMT+0300 (GMT+03:00),54945.88333333333
Sun May 25 2025 20:28:00 GMT+0300 (GMT+03:00),51386.4
Sun May 25 2025 20:29:00 GMT+0300 (GMT+03:00),50361.96666666667
Sun May 25 2025 20:30:00 GMT+0300 (GMT+03:00),51817.68333333333
Sun May 25 2025 20:31:00 GMT+0300 (GMT+03:00),55317.25
Sun May 25 2025 20:32:00 GMT+0300 (GMT+03:00),50585.78333333333
Sun May 25 2025 20:33:00 GMT+0300 (GMT+03:00),52262.11666666667
Sun May 25 2025 20:34:00 GMT+0300 (GMT+03:00),49571.25
Sun May 25 2025 20:35:00 GMT+0300 (GMT+03:00),52910.18333333333
Sun May 25 2025 20:36:00 GMT+0300 (GMT+03:00),54826.95
Sun May 25 2025 20:37:00 GMT+0300 (GMT+03:00),53094.4
Sun May 25 2025 20:38:00 GMT+0300 (GMT+03:00),42697.6
Sun May 25 2025 20:39:00 GMT+0300 (GMT+03:00),48938.35
Sun May 25 2025 20:40:00 GMT+0300 (GMT+03:00),54540.2
Sun May 25 2025 20:41:00 GMT+0300 (GMT+03:00),53231.48333333333
Sun May 25 2025 20:42:00 GMT+0300 (GMT+03:00),53527.46666666667
Sun May 25 2025 20:43:00 GMT+0300 (GMT+03:00),52549.3
Sun May 25 2025 20:44:00 GMT+0300 (GMT+03:00),50350.85
Sun May 25 2025 20:45:00 GMT+0300 (GMT+03:00),48947.66666666666
Sun May 25 2025 20:46:00 GMT+0300 (GMT+03:00),55062.8
Sun May 25 2025 20:47:00 GMT+0300 (GMT+03:00),49867.333333333336
Sun May 25 2025 20:48:00 GMT+0300 (GMT+03:00),54600.86666666667
Sun May 25 2025 20:49:00 GMT+0300 (GMT+03:00),52712.43333333333
Sun May 25 2025 20:50:00 GMT+0300 (GMT+03:00),52195.4
Sun May 25 2025 20:51:00 GMT+0300 (GMT+03:00),52674.45
Sun May 25 2025 20:52:00 GMT+0300 (GMT+03:00),52598.9
Sun May 25 2025 20:53:00 GMT+0300 (GMT+03:00),51581.75
Sun May 25 2025 20:54:00 GMT+0300 (GMT+03:00),39321.16666666666
Sun May 25 2025 20:55:00 GMT+0300 (GMT+03:00),50531.066666666666
Sun May 25 2025 20:56:00 GMT+0300 (GMT+03:00),55981.566666666666
Sun May 25 2025 20:57:00 GMT+0300 (GMT+03:00),40429.45
Sun May 25 2025 20:58:00 GMT+0300 (GMT+03:00),12153.516666666666
Sun May 25 2025 20:59:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 21:00:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 21:01:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 21:02:00 GMT+0300 (GMT+03:00),6654.883333333333
Sun May 25 2025 21:03:00 GMT+0300 (GMT+03:00),27004.533333333333
Sun May 25 2025 21:04:00 GMT+0300 (GMT+03:00),48733.75
Sun May 25 2025 21:05:00 GMT+0300 (GMT+03:00),57251.78333333333
Sun May 25 2025 21:06:00 GMT+0300 (GMT+03:00),46130.36666666667
Sun May 25 2025 21:07:00 GMT+0300 (GMT+03:00),59761.98333333333
Sun May 25 2025 21:08:00 GMT+0300 (GMT+03:00),54179.8
Sun May 25 2025 21:09:00 GMT+0300 (GMT+03:00),47803.6
Sun May 25 2025 21:10:00 GMT+0300 (GMT+03:00),50400.91666666666
Sun May 25 2025 21:11:00 GMT+0300 (GMT+03:00),50971.55
Sun May 25 2025 21:12:00 GMT+0300 (GMT+03:00),54124.96666666667
Sun May 25 2025 21:13:00 GMT+0300 (GMT+03:00),54822.333333333336
Sun May 25 2025 21:14:00 GMT+0300 (GMT+03:00),47314.95
Sun May 25 2025 21:15:00 GMT+0300 (GMT+03:00),49311.1
Sun May 25 2025 21:16:00 GMT+0300 (GMT+03:00),49400.98333333333
Sun May 25 2025 21:17:00 GMT+0300 (GMT+03:00),52718.88333333333
Sun May 25 2025 21:18:00 GMT+0300 (GMT+03:00),56816.816666666666
Sun May 25 2025 21:19:00 GMT+0300 (GMT+03:00),49396.76666666667
Sun May 25 2025 21:20:00 GMT+0300 (GMT+03:00),45892.01666666667
Sun May 25 2025 21:21:00 GMT+0300 (GMT+03:00),50971.816666666666
Sun May 25 2025 21:22:00 GMT+0300 (GMT+03:00),53462.53333333333
Sun May 25 2025 21:23:00 GMT+0300 (GMT+03:00),53925.55
Sun May 25 2025 21:24:00 GMT+0300 (GMT+03:00),50168.11666666667
Sun May 25 2025 21:25:00 GMT+0300 (GMT+03:00),45581.066666666666
Sun May 25 2025 21:26:00 GMT+0300 (GMT+03:00),52577.03333333333
Sun May 25 2025 21:27:00 GMT+0300 (GMT+03:00),52898.333333333336
Sun May 25 2025 21:28:00 GMT+0300 (GMT+03:00),52115.91666666666
Sun May 25 2025 21:29:00 GMT+0300 (GMT+03:00),55009.88333333333
Sun May 25 2025 21:30:00 GMT+0300 (GMT+03:00),46848.41666666666
Sun May 25 2025 21:31:00 GMT+0300 (GMT+03:00),48588.833333333336
Sun May 25 2025 21:32:00 GMT+0300 (GMT+03:00),51247.6
Sun May 25 2025 21:33:00 GMT+0300 (GMT+03:00),55946.63333333333
Sun May 25 2025 21:34:00 GMT+0300 (GMT+03:00),53665.28333333333
Sun May 25 2025 21:35:00 GMT+0300 (GMT+03:00),44089.083333333336
Sun May 25 2025 21:36:00 GMT+0300 (GMT+03:00),50602.21666666667
Sun May 25 2025 21:37:00 GMT+0300 (GMT+03:00),32373.45
Sun May 25 2025 21:38:00 GMT+0300 (GMT+03:00),3832.75
Sun May 25 2025 21:39:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 21:40:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 21:41:00 GMT+0300 (GMT+03:00),0.0
Sun May 25 2025 21:42:00 GMT+0300 (GMT+03:00),4071.1666666666665
Sun May 25 2025 21:43:00 GMT+0300 (GMT+03:00),47610.05
Sun May 25 2025 21:44:00 GMT+0300 (GMT+03:00),51145.48333333333
Sun May 25 2025 21:45:00 GMT+0300 (GMT+03:00),53802.95
Sun May 25 2025 21:46:00 GMT+0300 (GMT+03:00),53634.23333333333
Sun May 25 2025 21:47:00 GMT+0300 (GMT+03:00),52771.5
Sun May 25 2025 21:48:00 GMT+0300 (GMT+03:00),36912.28333333333
Sun May 25 2025 21:49:00 GMT+0300 (GMT+03:00),54301.333333333336
Sun May 25 2025 21:50:00 GMT+0300 (GMT+03:00),53094.25
Sun May 25 2025 21:51:00 GMT+0300 (GMT+03:00),52134.76666666667
Sun May 25 2025 21:52:00 GMT+0300 (GMT+03:00),50966.1
Sun May 25 2025 21:53:00 GMT+0300 (GMT+03:00),49501.68333333333
Sun May 25 2025 21:54:00 GMT+0300 (GMT+03:00),51459.61666666667
Sun May 25 2025 21:55:00 GMT+0300 (GMT+03:00),53224.15
Sun May 25 2025 21:56:00 GMT+0300 (GMT+03:00),54639.45
Sun May 25 2025 21:57:00 GMT+0300 (GMT+03:00),50168.23333333333
Sun May 25 2025 21:58:00 GMT+0300 (GMT+03:00),53204.73333333333
Sun May 25 2025 21:59:00 GMT+0300 (GMT+03:00),48163.45
Sun May 25 2025 22:00:00 GMT+0300 (GMT+03:00),53311.93333333333
Sun May 25 2025 22:01:00 GMT+0300 (GMT+03:00),51703.45
Sun May 25 2025 22:02:00 GMT+0300 (GMT+03:00),55751.0
Sun May 25 2025 22:03:00 GMT+0300 (GMT+03:00),49421.3
Sun May 25 2025 22:04:00 GMT+0300 (GMT+03:00),45815.26666666667
Sun May 25 2025 22:05:00 GMT+0300 (GMT+03:00),54030.76666666667
Sun May 25 2025 22:06:00 GMT+0300 (GMT+03:00),56136.316666666666
Sun May 25 2025 22:07:00 GMT+0300 (GMT+03:00),52131.93333333333
Sun May 25 2025 22:08:00 GMT+0300 (GMT+03:00),50443.6
Sun May 25 2025 22:09:00 GMT+0300 (GMT+03:00),50894.65
Sun May 25 2025 22:10:00 GMT+0300 (GMT+03:00),38476.3
Sun May 25 2025 22:11:00 GMT+0300 (GMT+03:00),52406.51666666667
Sun May 25 2025 22:12:00 GMT+0300 (GMT+03:00),54515.45
Sun May 25 2025 22:13:00 GMT+0300 (GMT+03:00),49585.43333333333
Sun May 25 2025 22:14:00 GMT+0300 (GMT+03:00),49742.333333333336
