timestamp,sent_bytes_internet
Fri May 23 2025 20:13:00 GMT+0300 (GMT+03:00),0.0
Fri May 23 2025 20:14:00 GMT+0300 (GMT+03:00),0.0
Fri May 23 2025 20:15:00 GMT+0300 (GMT+03:00),16380.433333333332
Fri May 23 2025 20:16:00 GMT+0300 (GMT+03:00),36975.01666666667
Fri May 23 2025 20:17:00 GMT+0300 (GMT+03:00),38162.21666666667
Fri May 23 2025 20:18:00 GMT+0300 (GMT+03:00),36739.566666666666
Fri May 23 2025 20:19:00 GMT+0300 (GMT+03:00),40728.78333333333
Fri May 23 2025 20:20:00 GMT+0300 (GMT+03:00),36894.16666666666
Fri May 23 2025 20:21:00 GMT+0300 (GMT+03:00),37591.566666666666
Fri May 23 2025 20:22:00 GMT+0300 (GMT+03:00),37671.21666666667
Fri May 23 2025 20:23:00 GMT+0300 (GMT+03:00),37675.41666666666
Fri May 23 2025 20:24:00 GMT+0300 (GMT+03:00),37538.76666666667
Fri May 23 2025 20:25:00 GMT+0300 (GMT+03:00),40108.7
Fri May 23 2025 20:26:00 GMT+0300 (GMT+03:00),37003.15
Fri May 23 2025 20:27:00 GMT+0300 (GMT+03:00),38230.78333333333
Fri May 23 2025 20:28:00 GMT+0300 (GMT+03:00),38114.73333333333
Fri May 23 2025 20:29:00 GMT+0300 (GMT+03:00),36402.98333333333
Fri May 23 2025 20:30:00 GMT+0300 (GMT+03:00),37852.23333333333
Fri May 23 2025 20:31:00 GMT+0300 (GMT+03:00),35243.36666666667
Fri May 23 2025 20:32:00 GMT+0300 (GMT+03:00),33215.11666666667
Fri May 23 2025 20:33:00 GMT+0300 (GMT+03:00),38913.21666666667
Fri May 23 2025 20:34:00 GMT+0300 (GMT+03:00),38791.23333333333
Fri May 23 2025 20:35:00 GMT+0300 (GMT+03:00),33585.86666666667
Fri May 23 2025 20:36:00 GMT+0300 (GMT+03:00),34202.3
Fri May 23 2025 20:37:00 GMT+0300 (GMT+03:00),37250.11666666667
Fri May 23 2025 20:38:00 GMT+0300 (GMT+03:00),40093.86666666667
Fri May 23 2025 20:39:00 GMT+0300 (GMT+03:00),37942.316666666666
Fri May 23 2025 20:40:00 GMT+0300 (GMT+03:00),36879.78333333333
Fri May 23 2025 20:41:00 GMT+0300 (GMT+03:00),38019.68333333333
Fri May 23 2025 20:42:00 GMT+0300 (GMT+03:00),38766.76666666667
Fri May 23 2025 20:43:00 GMT+0300 (GMT+03:00),37766.35
Fri May 23 2025 20:44:00 GMT+0300 (GMT+03:00),36726.65
Fri May 23 2025 20:45:00 GMT+0300 (GMT+03:00),35211.36666666667
